,blue,catholic,display,estimated_total_visits,green,lat,lon,name,no_religion,no_withdrawn,estimated_non_christian_string,other,other_christian,other_religion,other_string,protestant,radius_freq,red,pupils_total_2024_25,unclassified,url
503-1694,159.0,103.5,No External Visitors,0.0,2.0,54.111795,-6.03823,"Holy Cross Primary School, Newry",2.5,Zero,1-4 (1-4%),2.5,0.0,0.0,1-4 (1-4%),0.0,46.97056274847714,73.0,106.0,0.0,0.0
503-1695,168.0,148.0,The Parish Priest (St. Mary's Church Barr): 4 or 5 visits,5.0,0.0,54.231618,-6.339574,"St Mary's Primary School, Barr",6.0,Zero,3-10 (2-6%),11.0,2.5,0.0,11 (7%),0.0,82.30678732248809,109.0,159.0,2.5,5.0
503-1697,168.0,316.0,"Poor Clare Sisters: <1/month<br>St. Patrick's Church, Mayobridge: <1/month",5.0,1.0,54.172562,-6.236087,"St Patrick's Primary School, Mayobridge",0.0,5 or fewer,-2-8 (-1-2%),7.5,2.5,2.5,6-9 (2-3%),2.5,93.07510063059138,120.0,326.0,2.5,5.0
503-2208,152.0,74.0,No External Visitors,0.0,4.0,54.669682,-6.547529,"Ballylifford Primary School, Coagh",0.0,Zero,0 (0%),2.5,0.0,0.0,1-4 (1-5%),0.0,30.0,54.0,74.0,0.0,0.0
503-2262,159.0,114.5,St Michael's Lissan: weekly,32.0,20.0,54.688843,-6.755607,"Lissan Primary School, Cookstown",2.5,5 or fewer,1-4 (1-3%),2.5,0.0,0.0,1-4 (1-3%),0.0,127.9305876628952,153.0,117.0,0.0,32.0
503-2306,163.0,108.0,Errigal Ciaran RC Parish: <1/month,2.0,1.0,54.477604,-7.068781,"St Malachy's Primary School, Glencull",0.0,5 or fewer,0 (0%),2.5,0.0,0.0,1-4 (1-4%),0.0,56.73325020768456,82.0,108.0,0.0,2.0
503-2387,164.0,108.5,St. Patrick's Eglish: <1/month,2.0,1.0,54.450426,-6.84954,"Derrylatinee Primary School, Dungannon",2.5,5 or fewer,1-4 (1-4%),2.5,0.0,0.0,1-4 (1-4%),0.0,61.66491223210112,87.0,111.0,0.0,2.0
503-2463,163.0,107.5,"St. Patrick's Church, Donaghmore: <1/month",2.0,1.0,54.506638,-6.829883,"Blessed Patrick O'Loughran Primary School, Dungannon",2.5,Zero,1-4 (1-4%),2.5,0.0,0.0,1-4 (1-4%),0.0,56.73325020768456,82.0,110.0,0.0,2.0
503-2558,166.0,73.0,"St Patrick's, Dungannon: <1/month",2.0,0.0,54.493223,-6.688759,"Laghey Primary School, Dungannon",2.0,Zero,-4-6 (-5-7%),5.5,2.0,0.0,4-7 (5-9%),2.0,71.50501977672901,98.0,81.0,2.0,2.0
503-2585,168.0,282.0,Archdiocese of Armagh: <1/month<br>Diocesan / Catechetical advisors: <1/month<br>Parish of Dungannon: <1/month<br>St Malachy's Church Edendork: <1/month<br>St. Patrick's Church Dungannon: <1/month,12.0,2.0,54.529539,-6.738864,"Edendork Primary School, Dungannon",3.0,Zero,6 (2%),6.0,0.0,3.0,6 (2%),0.0,96.3439809592687,123.0,288.0,0.0,12.0
503-2591,159.0,179.5,No External Visitors,0.0,2.0,54.453508,-6.797896,"Roan St Patrick's Primary School, Eglish",2.5,Zero,1-4 (1-2%),2.5,0.0,0.0,1-4 (1-2%),0.0,46.97056274847714,73.0,182.0,0.0,0.0
503-2592,166.0,65.0,Diocesan / Catechetical advisors: <1/month<br>St Patrick's Church Donaghmore: <1/month,4.0,0.0,54.549227,-6.786644,"St Mary's Primary School, Lisbuoy",2.5,Zero,1-8 (1-11%),2.5,0.0,0.0,1-4 (1-6%),0.0,69.21127146017851,95.0,70.0,2.5,4.0
503-2624,165.0,113.0,No External Visitors,0.0,0.0,54.408656,-7.172544,St MacCartan's Convent Primary School,3.0,Zero,1-8 (1-7%),9.0,3.0,0.0,9 (7%),0.0,66.0,92.0,122.0,3.0,0.0
503-2678,166.0,204.0,"Church of St Patrick, Donaghmore: <1/month",2.0,0.0,54.533009,-6.816368,"St Patrick's Primary School, Donaghmore",2.0,Zero,2-5 (1-2%),6.0,2.0,2.0,6 (3%),0.0,73.20493798938574,98.0,210.0,0.0,2.0
503-2692,159.0,83.0,No External Visitors,0.0,2.0,54.57751,-6.678816,"St Mary's Primary School, Stewartstown",2.5,Zero,1-8 (1-9%),2.5,0.0,0.0,1-4 (1-5%),0.0,46.97056274847714,73.0,88.0,2.5,0.0
503-2697,152.0,83.5,No External Visitors,0.0,4.0,54.391605,-7.103474,"St Patrick's Primary School, Aughadarragh",2.5,Zero,1-4 (1-5%),2.5,0.0,0.0,1-4 (1-5%),0.0,30.0,54.0,86.0,0.0,0.0
503-2698,120.0,116.5,DID NOT RESPOND TO SURVEY,,120.0,54.558216,-6.603959,"St Brigid's Primary School, Mountjoy",0.0,,0 (0%),2.5,2.5,0.0,1-4 (1-3%),0.0,200.0,120.0,119.0,0.0,https://parentsforinclusiveeducationni.org/
503-2699,163.0,183.0,"St. Mary's Church, Dunamore: <1/month",2.0,1.0,54.672154,-6.936996,"St Mary's Primary School, Dunamore",0.0,Zero,0-4 (0-2%),2.5,2.5,0.0,1-4 (1-2%),0.0,56.73325020768456,82.0,188.0,2.5,2.0
503-2703,159.0,153.0,No External Visitors,0.0,2.0,54.628994,-6.515733,"St Peter's Primary School, Moortown",0.0,Zero,0-4 (0-3%),2.5,2.5,0.0,1-4 (1-3%),0.0,46.97056274847714,73.0,158.0,2.5,0.0
503-2713,152.0,155.0,No External Visitors,0.0,4.0,54.655621,-6.563277,"Derrychrin Primary School, Cookstown",0.0,Zero,0 (0%),2.5,2.5,0.0,1-4 (1-2%),2.5,30.0,54.0,160.0,0.0,0.0
503-2714,159.0,60.5,No External Visitors,0.0,2.0,54.540383,-6.625118,"Holy Family Primary School, Aughamullan",2.5,Zero,1-8 (1-12%),2.5,0.0,0.0,1-4 (1-6%),2.5,46.97056274847714,73.0,68.0,2.5,0.0
503-2715,167.0,199.0,St John's Church: <1/month,2.0,0.0,54.44543,-6.696438,"St John's Primary School, Moy",2.3333333333333335,Zero,-1-6 (-0-3%),7.0,2.3333333333333335,0.0,7 (3%),0.0,74.84045792213396,101.0,206.0,2.3333333333333335,2.0
503-2717,161.0,219.0,No External Visitors,0.0,2.0,54.613832,-6.558373,"St Patrick's Primary School, Mullinahoe",2.5,Zero,1-4 (0-2%),2.5,0.0,0.0,1-4 (0-2%),2.5,52.44994432064365,78.0,224.0,0.0,0.0
503-2729,167.0,214.5,St Colmcille's RC Church Kingsisland: est. 5-10 visits,6.0,0.0,54.52326,-6.625987,"St John's Primary School, Kingsisland",2.5,5 or fewer,1-4 (0-2%),2.5,0.0,0.0,1-4 (0-2%),0.0,73.45112196480086,100.0,217.0,0.0,6.0
503-2734,167.0,204.0,"Church of St Joseph, Ackinduff: <1/month<br>Church of St Patrick, Aughnagar: <1/month<br>The Church of The Assumption, Tullyallen: <1/month",7.0,0.0,54.491316,-6.923115,"St Mary's Primary School, Cabragh",2.5,Zero,1-4 (0-2%),2.5,2.5,0.0,1-4 (0-2%),0.0,79.31531202375182,104.0,209.0,0.0,7.0
503-2735,164.0,133.5,Church of The Immaculate Conception Ballygawley: <1/month,2.0,1.0,54.470546,-7.030304,"St Mary's Primary School, Ballygawley",0.0,Zero,0 (0%),2.5,2.5,0.0,1-4 (1-3%),0.0,61.66491223210112,87.0,136.0,0.0,2.0
503-2736,164.0,47.0,"St Marys, Fivemiletown: <1/month",2.0,1.0,54.373774,-7.325891,"St Mary's Primary School, Fivemiletown",0.0,5 or fewer,0 (0%),2.5,0.0,0.0,1-4 (2-9%),0.0,61.66491223210112,87.0,47.0,0.0,2.0
503-3003,161.0,91.0,"St Mary's Church, Cabra: weekly",32.0,17.0,54.225088,-6.091653,"St Paul's Primary School, Cabra",0.0,Zero,0 (0%),2.5,0.0,0.0,1-4 (1-4%),0.0,126.44895022756856,149.0,91.0,0.0,32.0
503-3004,164.0,90.5,St. Mary's Rathfriland: <1/month,2.0,1.0,54.236355,-6.158009,"St Mary's Primary School, Rathfriland",0.0,Zero,0 (0%),2.5,2.5,0.0,1-4 (1-4%),0.0,61.66491223210112,87.0,93.0,0.0,2.0
503-3006,164.0,66.0,"St Michael's, Finnis: <1/month",2.0,1.0,54.361572,-6.024079,"St Michael's Primary School, Finnis",2.5,5 or fewer,1-4 (1-6%),2.5,0.0,0.0,1-4 (1-6%),2.5,61.66491223210112,87.0,71.0,0.0,2.0
503-3011,164.0,77.0,St. Mary's Church Dechomet: <1/month,2.0,1.0,54.304704,-6.075725,"St Mary's Primary School, Dechomet",2.5,Zero,1-8 (1-10%),2.5,0.0,0.0,1-4 (1-5%),0.0,61.66491223210112,87.0,82.0,2.5,2.0
503-3025,163.0,304.0,"St John's Church, Clonduff, Catholic Church: <1/month",2.0,1.0,54.201049,-6.131519,"St Patrick's Primary School, Ballymaghery",2.5,5 or fewer,1-8 (0-3%),2.5,0.0,0.0,1-4 (0-1%),0.0,56.73325020768456,82.0,309.0,2.5,2.0
503-3324,164.0,96.0,"St Patrick's, Aghagallon: <1/month",2.0,1.0,54.50992,-6.292033,"St Patrick's Primary School, Derrynaseer",0.0,Zero,-4-5 (-4-5%),4.5,1.75,1.75,3-6 (3-6%),1.75,61.66491223210112,87.0,103.0,1.75,2.0
503-6000,167.0,71.0,St Colman's Dromore: <1/month,2.0,0.0,54.416662,-6.147188,"St Colman's Primary School, Dromore",10.0,Zero,10-18 (10-18%),19.0,2.5,0.0,19 (19%),12.0,77.94441225697386,104.0,102.0,6.5,2.0
503-6006,164.0,128.0,Parish of Aghagallon and Ballinderry: <1/month,2.0,1.0,54.533881,-6.32927,"St Mary's Primary School, Derrymore",0.0,Zero,-4-3 (-3-2%),2.5,2.0,0.0,1-4 (1-3%),0.0,61.66491223210112,87.0,132.0,2.0,2.0
503-6009,165.0,95.0,"St Mary's, Derrytrasna: <1/month",2.0,0.0,54.502464,-6.462774,"St Mary's Primary School, Derrytrasna",2.5,5 or fewer,1-4 (1-4%),2.5,2.5,0.0,1-4 (1-4%),0.0,67.87699389691144,94.0,100.0,0.0,2.0
503-6031,164.0,164.0,"St Patrick's, The Loup: <1/month",2.0,1.0,54.696485,-6.597492,"St Patrick's Primary School, Loup",0.0,5 or fewer,0 (0%),2.5,0.0,0.0,1-4 (1-2%),0.0,61.66491223210112,87.0,164.0,0.0,2.0
503-6033,165.0,223.0,"St John The Baptist, Galbally: <1/month",3.0,0.0,54.541528,-6.898353,"St Joseph's Primary School, Galbally",0.0,5 or fewer,0 (0%),2.5,0.0,0.0,1-4 (0-2%),0.0,65.1324026261472,90.0,223.0,0.0,3.0
503-6043,168.0,462.0,No External Visitors,0.0,0.0,54.351114,-6.276096,"St Mary's Primary School, Banbridge",11.0,Zero,17-27 (3-5%),42.0,15.0,6.0,42 (8%),5.0,87.54997827975262,114.0,509.0,10.0,0.0
503-6047,167.0,190.0,"St Patrick's Church, Clonoe: <1/month",2.0,0.0,54.527787,-6.661099,"St Patrick's Primary School, Annaghmore",2.5,Zero,1-4 (1-2%),2.5,2.5,0.0,1-4 (1-2%),0.0,73.20493798938574,100.0,195.0,0.0,2.0
503-6057,152.0,50.0,No External Visitors,0.0,4.0,54.652693,-6.663796,"St Malachy's Primary School, Drummullan",0.0,Zero,0 (0%),2.5,0.0,0.0,1-4 (2-8%),0.0,30.0,54.0,50.0,0.0,0.0
503-6061,168.0,205.0,St. Colman's Annaclone: 1-3/month,11.0,0.0,54.300222,-6.190122,"St Colman's Primary School and All Saints NU, Annaclone",2.5,Zero,1-4 (0-2%),2.5,0.0,0.0,1-4 (0-2%),2.5,89.27562736909665,115.0,210.0,0.0,11.0
503-6064,164.0,311.0,"St Malachy's Chapel, Camlough: <1/month",2.0,1.0,54.181298,-6.419359,"St Malachy's Primary School, Camlough",2.0,Zero,-2-5 (-1-2%),6.0,2.0,0.0,6 (2%),0.0,61.66491223210112,87.0,317.0,2.0,2.0
503-6087,165.0,309.0,No External Visitors,0.0,0.0,54.108591,-6.476347,"St Mary's Primary School, Mullaghbawn",2.5,Zero,1-8 (0-3%),8.0,0.0,0.0,8 (3%),0.0,66.0,92.0,317.0,5.5,0.0
503-6099,164.0,211.5,St Patrick's Cullyhanna: <1/month,2.0,1.0,54.124708,-6.578272,"St Patrick's Primary School, Cullyhanna",0.0,Zero,0 (0%),2.5,2.5,0.0,1-4 (0-2%),0.0,61.66491223210112,87.0,214.0,0.0,2.0
503-6101,161.0,337.0,Moyraverty RC Parish Craigavon: 1-3/month,11.0,17.0,54.437648,-6.364741,"St Brendan's Primary School, Craigavon",17.0,27,32 (8%),38.5,6.5,15.0,37-40 (10-11%),2.5,121.70387123780544,149.0,378.0,0.0,11.0
503-6108,159.0,73.5,No External Visitors,0.0,2.0,54.646472,-6.878507,"St Joseph's Primary School, Killeenan",2.5,5 or fewer,1-4 (1-5%),2.5,0.0,0.0,1-4 (1-5%),0.0,46.97056274847714,73.0,76.0,0.0,0.0
503-6110,168.0,379.0,St. Peter and St. Paul's Church Bessbrook: 1-3/month,11.0,1.0,54.196834,-6.404454,"St Joseph's Primary School, Bessbrook",0.0,5 or fewer,0-5 (0-1%),4.5,2.3333333333333335,2.3333333333333335,3-6 (1-2%),2.3333333333333335,96.16343401003306,121.0,386.0,0.0,11.0
503-6118,156.0,181.0,Diocesan / Catechetical advisors: once<br>Love for Life: once<br>Pp Church of The Assumption Pomeroy: weekly,34.0,25.0,54.594967,-6.933902,"St Mary's Primary School, Pomeroy",3.5,9,7 (4%),17.0,10.0,3.5,17 (9%),0.0,134.33791257256397,158.0,198.0,0.0,34.0
503-6120,166.0,90.0,No External Visitors,0.0,0.0,54.690036,-6.663531,"St Patrick's Primary School, Moneymore",2.3333333333333335,5 or fewer,3-6 (3-6%),4.5,0.0,2.3333333333333335,3-6 (3-6%),2.3333333333333335,69.7994974842648,95.0,97.0,0.0,0.0
503-6121,167.0,148.0,"Gortmerron Baptist Church, Benburb: once<br>St Jarlath's Roman Catholic Church, Clonfeacle: once",2.0,0.0,54.414748,-6.697967,"St Jarlath's Primary School, Blackwatertown",2.5,5 or fewer,5 (3%),13.0,8.0,2.5,13 (8%),0.0,78.0,103.0,161.0,0.0,2.0
503-6122,165.0,78.0,"Catholic Church, Dioscese of Armagh: <1/month",2.0,0.0,54.089508,-6.370841,"Jonesborough Primary School, Newry",2.6666666666666665,5 or fewer,4-7 (5-8%),8.0,2.6666666666666665,2.6666666666666665,8 (9%),0.0,67.87699389691144,94.0,86.0,0.0,2.0
503-6130,163.0,65.0,"St. Laurence O’Toole's Roman Catholic Church, Belleek: <1/month",2.0,1.0,54.184426,-6.48733,"St Laurence O'Toole Primary School, Belleek",0.0,Zero,1-4 (1-6%),2.5,2.5,2.5,1-4 (1-6%),0.0,56.73325020768456,82.0,70.0,0.0,2.0
503-6136,166.0,125.0,Sacred Heart Church: <1/month<br>St John's Slatequarry: <1/month,5.0,0.0,54.601068,-6.838394,"Sacred Heart Primary School, Dungannon",2.5,5 or fewer,1-8 (1-6%),2.5,0.0,0.0,1-4 (1-3%),0.0,71.44072071445348,97.0,130.0,2.5,5.0
503-6173,160.0,406.0,Church of St John The Baptist Portadown: <1/month,3.0,18.0,54.43443,-6.461039,"St John the Baptist Primary School, Portadown",19.0,5 or fewer,32-37 (7-8%),62.0,25.0,13.0,62 (13%),10.0,125.67803151343423,150.0,478.0,5.0,3.0
503-6180,159.0,124.0,No External Visitors,0.0,2.0,54.410412,-6.56358,"St Oliver Plunkett Primary School, Ballyhegan",1.75,Zero,-4-5 (-3-4%),4.5,1.75,0.0,3-6 (2-5%),1.75,46.97056274847714,73.0,131.0,1.75,0.0
503-6363,167.0,103.0,"St Mary's Chapel, Aughnacloy: <1/month",2.0,0.0,54.411067,-6.973058,"St Mary's Primary School, Aughnacloy",0.0,5 or fewer,-3-4 (-3-4%),8.5,6.0,0.0,7-10 (6-9%),2.5,74.84045792213396,101.0,114.0,2.5,2.0
503-6400,165.0,116.0,St Patrick and St Colman's Church: <1/month,2.0,0.0,54.38468,-6.309062,"St Colman's Primary School, Bann",0.0,Zero,1-7 (1-6%),7.0,0.0,2.5,7 (6%),0.0,67.87699389691144,94.0,123.0,4.5,2.0
503-6409,168.0,387.0,Newry Cathedral Parish: termly,3.0,0.0,54.187118,-6.327418,"St Ronan's Primary School, Newry",8.0,Zero,10-19 (2-5%),18.5,2.3333333333333335,6.0,17-20 (4-5%),2.3333333333333335,84.99090833947008,111.0,408.0,2.3333333333333335,3.0
503-6433,155.0,222.0,Diocesan / Catechetical advisors: 1-3/month<br>St Patrick's Cathedral Armagh (Sing A Song Programme): 1-3/month<br>The Church of The Assumption Drumalane Newry (Members of The Parish Team): 1-3/month,33.0,26.0,54.175243,-6.355649,"St Malachy's Primary School, Carnagat",3.5,Zero,11-14 (4-6%),20.5,8.0,8.0,19-22 (8-9%),3.5,135.3626703709255,159.0,245.0,0.0,33.0
503-6457,164.0,134.0,"Newry Gospel Hall, Belfast Road: <1/month<br>St. Patrick's Roman Catholic Church, Loughbrickland: 1-3/month",15.0,10.0,54.317647,-6.30917,"St Francis' Primary School, Aghaderg",6.0,Zero,3-9 (2-6%),8.5,2.5,0.0,7-10 (5-7%),2.5,113.7190105488158,140.0,145.0,0.0,15.0
503-6463,163.0,28.0,"Parish of Aghaloo – St Joseph's  Caledon & St Mary's , Aughnacloy: <1/month",2.0,1.0,54.350536,-6.840445,"St Joseph's Primary School, Caledon",2.5,Zero,1-8 (3-24%),2.5,0.0,0.0,1-4 (3-12%),0.0,56.73325020768456,82.0,33.0,2.5,2.0
503-6504,168.0,842.0,No External Visitors,0.0,0.0,54.504123,-6.759607,"St Patrick's Primary School, Dungannon",3.6666666666666665,5 or fewer,11-18 (1-2%),32.5,16.0,8.0,31-34 (3.5-3.9%),3.6666666666666665,90.0,115.0,877.0,3.6666666666666665,0.0
503-6545,168.0,206.0,Upper Mourne Parish: twice,2.0,0.0,54.05884,-6.012273,"St Colman's Primary School, Kilkeel",16.0,Zero,17-25 (7-10%),35.0,10.0,2.5,35 (15%),0.0,84.99090833947008,111.0,241.0,6.5,2.0
503-6567,165.0,629.0,"Holy Trinity Church, Cookstown: <1/month",2.0,8.0,54.644326,-6.747549,"Holy Trinity Primary School, Cookstown",9.0,5 or fewer,20-27 (3-4%),63.5,38.0,13.0,62-65 (8.9-9.4%),3.0,113.10635755865292,137.0,695.0,3.0,2.0
503-6572,168.0,206.5,Various Priests From The Parish of Newry and Saval: 1-3/month,11.0,0.0,54.197561,-6.28792,"St Colman's Primary School, Saval",2.5,Zero,1-4 (0-2%),2.5,0.0,0.0,1-4 (0-2%),0.0,86.79436591775631,112.0,209.0,0.0,11.0
503-6583,164.0,468.0,Diocesan / Catechetical advisors: once<br>St. Peter's Clonallon Parish Priests/Members: monthly,10.0,9.0,54.1022,-6.246598,"St Dallan's Primary School, Warrenpoint",16.0,Zero,14-21 (3-4%),29.5,10.0,2.0,28-31 (5.6-6.2%),2.0,113.13843876330613,139.0,500.0,2.0,10.0
503-6586,163.0,223.0,Elim Portadown: <1/month<br>Knights of Columbanus Portadown: <1/month,6.0,14.0,54.418598,-6.442699,"Presentation Primary School, Portadown",11.0,Zero,26 (10%),37.0,11.0,15.0,37 (14%),5.0,118.9644123605988,144.0,265.0,0.0,6.0
503-6590,168.0,574.0,Coalisland Parish Church: once,1.0,1.0,54.545939,-6.706926,Primate Dixon Primary School,19.0,Zero,24-28 (4-5%),34.0,7.5,5.0,34 (6%),0.0,93.49803146555018,118.0,608.0,2.5,1.0
503-6595,168.0,130.0,Loughgall Catholic Parish Priest: 1-3/month,11.0,0.0,54.434818,-6.66418,"St Peter's Primary School, Collegelands",1.6666666666666667,Zero,-3-4 (-2-3%),5.0,1.6666666666666667,0.0,5 (4%),0.0,89.27562736909665,115.0,135.0,1.6666666666666667,11.0
503-6598,168.0,183.0,Armagh Parish: 1-3/month,11.0,0.0,54.394017,-6.751154,"Our Lady's Primary School, Tullysaran",0.0,Zero,0 (0%),2.5,0.0,0.0,1-4 (1-2%),0.0,86.79436591775631,112.0,183.0,0.0,11.0
503-6605,167.0,78.5,"Baptist Church, Rathfriland: <1/month<br>Catholic Church: <1/month",5.0,0.0,54.233456,-6.202831,"St Patrick's Primary School, Drumgreenagh",0.0,Zero,1-4 (1-5%),2.5,0.0,2.5,1-4 (1-5%),0.0,77.29643095363942,103.0,81.0,0.0,5.0
503-6610,161.0,181.0,"St Patrick Church, Keady: 1-3/month",11.0,16.0,54.248931,-6.706817,"St Francis of Assisi Primary School, Keady",8.0,25,9-18 (4-8%),33.5,17.0,2.5,32-35 (15-16%),2.5,120.91534523940388,147.0,217.0,6.0,11.0
503-6622,164.0,181.0,St John's Church Middletown: <1/month,2.0,1.0,54.28681,-6.835557,"St John's Primary School, Middletown",0.0,5 or fewer,0 (0%),2.5,0.0,0.0,1-4 (1-2%),0.0,61.66491223210112,87.0,181.0,0.0,2.0
503-6633,167.0,752.0,"St Paul's RC Church, Lurgan: <1/month",2.0,4.0,54.463861,-6.347934,"St Francis' Primary School, Lurgan",5.0,5 or fewer,14-21 (2-3%),36.0,15.0,9.0,36 (5%),5.0,105.85951928839694,130.0,793.0,7.0,2.0
503-6634,155.0,419.0,"Eucharistic Adoration: <1/month<br>Poor Clare Sisters: <1/month<br>St Colman's Cathedral, Newry Parish Personnel: <1/month",8.0,26.0,54.174498,-6.334819,"St Clare's Abbey Primary School, Newry",19.0,18,32-39 (7-8%),65.5,28.0,16.0,64-67 (13-14%),2.5,134.81540904109374,159.0,487.0,2.5,8.0
503-6639,166.0,172.5,Diocesan / Catechetical advisors: <1/month<br>St Patrick's Church Keady: <1/month,4.0,0.0,54.228504,-6.775985,"Our Lady's & St Mochua's Primary School, Keady",0.0,Zero,0 (0%),0.0,0.0,0.0,0 (0%),2.5,69.21127146017851,95.0,175.0,0.0,4.0
503-6673,162.0,211.5,Diocesan / Catechetical advisors: <1/month,2.0,2.0,54.102164,-6.197951,"St Bronagh's Primary School, Rostrevor",2.5,Zero,1-4 (0-2%),2.5,0.0,0.0,1-4 (0-2%),0.0,53.12697867982635,79.0,214.0,0.0,2.0
503-6675,159.0,104.0,No External Visitors,0.0,2.0,54.294298,-6.374714,"St Joseph's and St James's Primary School, Poyntzpass",2.5,Zero,1-4 (1-4%),2.5,2.5,0.0,1-4 (1-4%),0.0,46.97056274847714,73.0,109.0,0.0,0.0
503-6706,164.0,220.0,"St Joseph's Church, Ballymartin: <1/month",2.0,1.0,54.072161,-5.982333,"St Columban's Primary School, Kilkeel",2.5,Zero,1-9 (0-4%),10.0,2.5,0.0,10 (4%),5.0,61.66491223210112,87.0,235.0,5.0,2.0
504-6137,134.0,25.0,First Portadown Presbyterian Church: <1/month<br>Portadown Baptist Church: <1/month<br>Seagoe Church of Ireland: <1/month<br>Thomas Street Methodist Portadown: <1/month,13.0,53.0,54.435637,-6.426393,"Seagoe Primary School, Portadown",45.0,Zero,56-70 (15-19%),99.0,29.0,11.0,99 (27%),249.0,165.233460938959,187.0,373.0,14.0,13.0
504-6241,145.0,0.0,Child Evangelism Fellowship: <1/month<br>Free Presbyterian Armagh: <1/month<br>St Mark's Armagh: <1/month<br>Vibe Armagh: <1/month,13.0,39.0,54.34502,-6.636847,"The Drelincourt, Church of Ireland, Armagh",2.5,Zero,1-5 (20-100%),5.0,0.0,0.0,5 (100%),0.0,122.67220430671584,174.0,5.0,2.5,13.0
504-6597,167.0,92.0,Priest From Diocese of Dromore: <1/month,2.0,0.0,54.169731,-6.335118,"Bunscoil an Iuir, Newry",2.8,Zero,2-12 (2-11%),11.5,2.8,2.8,10-13 (9-12%),2.8,74.84045792213396,101.0,106.0,2.8,2.0
504-6637,162.0,127.5,"St. Patrick's, Clonoe: once",1.0,2.0,54.536519,-6.684853,"Gaelscoil Ui Neill , Dungannon",0.0,Zero,0 (0%),2.5,2.5,0.0,1-4 (1-3%),0.0,54.0,79.0,130.0,0.0,1.0
504-6692,163.0,117.0,No External Visitors,0.0,1.0,54.073161,-5.981332999999999,"Gaelscoil na mBeann, Kilkeel",2.3333333333333335,5 or fewer,3-6 (2-4%),14.5,10.0,2.3333333333333335,13-16 (10-12%),2.3333333333333335,59.39387691339813,86.0,134.0,0.0,0.0
504-6695,168.0,129.5,"Jesuits: twice per term<br>St Patrick's Church, Dungannon (Catholic): once",7.0,0.0,54.508629,-6.779495,"Gaelscoil Aodha Rua, Dungannon",0.0,Zero,0 (0%),0.0,0.0,0.0,0 (0%),2.5,91.1882341631134,117.0,132.0,0.0,7.0
504-6699,159.0,140.0,No External Visitors,0.0,2.0,54.641027,-6.743902,Gaelscoil Eoghain,5.0,5 or fewer,5-9 (3-6%),8.0,2.5,0.0,8 (5%),0.0,46.97056274847714,73.0,150.0,2.5,0.0
505-0992,156.0,124.0,St Peter's Parish Lurgan: once,1.0,25.0,54.467144,-6.336403,Lurgan Model Integrated Primary School,37.0,Zero,43-63 (19-28%),83.0,20.0,6.0,83 (37%),17.0,135.98113039593417,158.0,224.0,20.0,1.0
505-6013,160.0,54.0,"Church of Ireland, Rostrevor: twice per term",6.0,18.0,54.099592,-6.195387,"Kilbroney Integrated Primary School, Newry",27.0,5 or fewer,28-37 (23-31%),53.0,19.0,2.5,53 (44%),12.5,123.72299611087983,150.0,121.0,6.0,6.0
506-6540,156.0,168.0,No External Visitors,0.0,25.0,54.347145,-6.280614,"Bridge Integrated Primary School, Banbridge",85.0,Zero,86-89 (21-22%),99.0,11.5,2.5,99 (24%),142.0,135.98113039593417,158.0,409.0,0.0,0.0
506-6553,104.0,139.0,"Reach Mentoring: <1/month<br>Saint Anthony's Church, Craigavon To Talk To Children Prior To Making Sacraments In The Catholic Church: <1/month",5.0,90.0,54.438126,-6.419532,Portadown Integrated Primary School,124.0,Zero,165-224 (35-47%),254.0,30.0,41.0,254 (53%),83.0,217.72995082101767,218.0,476.0,59.0,5.0
506-6554,118.0,122.0,Baptist Church Dungannon: 1-3/month<br>Hope for Youth Ministries: <1/month<br>St Anne's Parish Church Dungannon: <1/month<br>St Patrick's Catholic Church Dungannon: 1-3/month,28.0,72.0,54.497259,-6.771916,"Windmill Integrated Primary School, Dungannon",41.0,Zero,46-57 (19-23%),65.0,8.0,5.0,65 (27%),58.0,169.46182273296156,204.0,245.0,11.0,28.0
506-6578,140.0,136.0,"Humanists: once<br>St Malacy's/ St. Patrick's Cathedral, Armagh (Roman Catholic): termly<br>St Mark's Cathedral (Church of Ireland): once<br>Vibe Church, Armagh (Non-Denominational): once",6.0,46.0,54.354615,-6.628115,Saints and Scholars Integrated Primary School,64.0,Zero,72-83 (23-27%),117.0,34.0,8.0,117 (38%),57.0,160.90454537562857,181.0,310.0,11.0,6.0
